gene1,gene2,score
CDC6,PSME3,0.914
CDC6,KIF18B,0.452
CDC6,KIF4A,0.71
CDC6,EXO1,0.912
CDC6,KIF15,0.72
CDC6,CKS1B,0.704
CDC6,RNASEH2A,0.563
CDC6,GINS1,0.908
CDC6,SPAG5,0.8
CDC6,CCNF,0.87
CDC6,CDC20,0.964
CDC6,MCM5,0.999
CDC6,KIF11,0.939
CDC6,CENPM,0.434
CDC6,HAUS6,0.498
CDC6,SPC24,0.538
CDC6,ANLN,0.645
CDC6,PIF1,0.526
CDC6,FEN1,0.858
CDC6,LIN52,0.926
CDC6,ESCO2,0.885
CDC6,AURKB,0.907
CDC6,ANAPC1,0.923
CDC6,H2AFZ,0.422
CDC6,CDK2,0.999
CDC6,ATAD2,0.594
CDC6,RAD54L,0.682
CDC6,H2AFX,0.549
CDC6,KIF20A,0.774
CDC6,DNA2,0.476
CDC6,CDK6,0.789
CDC6,HIST1H4E,0.515
CDC6,RPA2,0.945
CDC6,CNTD2,0.553
CDC6,SHCBP1,0.68
CDC6,POLQ,0.457
CDC6,CDCA5,0.875
CDC6,CDK3,0.823
CDC6,TPX2,0.801
CDC6,DIAPH3,0.412
CDC6,PRC1,0.677
CDC6,HUS1,0.94
CDC6,MCM7,0.999
CDC6,TICRR,0.894
CDC6,KNTC1,0.694
CDC6,KIF14,0.563
CDC6,RRM1,0.96
CDC6,MKI67,0.718
CDC6,HIST1H3G,0.431
CDC6,CKAP2L,0.449
CDC6,FANCD2,0.468
CDC6,MCM4,0.999
CDC6,WDHD1,0.977
CDC6,PCLAF,0.662
CDC6,CDC16,0.975
CDC6,RPA1,0.965
CDC6,BIRC5,0.845
CDC6,RAD54B,0.435
CDC6,KAT2A,0.53
CDC6,OIP5,0.703
CDC6,BLM,0.547
CDC6,UBE2C,0.984
CDC6,MCM3,0.999
CDC6,CDKN1B,0.944
CDC6,RCC1,0.535
CDC6,RAD21,0.498
CDC6,CDCA8,0.872
CDC6,PTPDC1,0.41
CDC6,POLD3,0.552
CDC6,BRCA2,0.562
CDC6,NCAPH,0.847
CDC6,NUF2,0.887
CDC6,CDCA2,0.693
CDC6,CENPN,0.657
CDC6,MSH2,0.691
CDC6,PTGES3,0.412
CDC6,CDK1,0.993
CDC6,POLD1,0.92
CDC6,MTFR2,0.458
CDC6,LMNB1,0.494
CDC6,SMC5,0.479
CDC6,CDC25B,0.584
CDC6,RAD52,0.404
CDC6,CCND2,0.503
CDC6,MND1,0.701
CDC6,TTK,0.875
CDC6,CDC7,0.98
CDC6,LIN54,0.939
CDC6,SASS6,0.591
CDC6,UBC,0.714
CDC6,MASTL,0.465
CDC6,CCNA1,0.982
CDC6,MCM2,0.999
CDC6,CDC45,0.997
CDC6,PTTG1,0.781
CDC6,HJURP,0.648
CDC6,CENPA,0.784
CDC6,ASPM,0.849
CDC6,RFC3,0.982
CDC6,RAD9A,0.937
CDC6,CHAF1A,0.723
CDC6,NCAPD2,0.529
CDC6,UBE2S,0.94
CDC6,MELK,0.767
CDC6,RBL1,0.705
CDC6,PRIM1,0.994
CDC6,CHAF1B,0.542
CDC6,FAM64A,0.499
CDC6,DLGAP5,0.882
CDC6,FBXO16,0.466
CDC6,KIF20B,0.424
CDC6,TOP2A,0.87
CDC6,USP39,0.471
CDC6,DBF4,0.968
CDC6,MYBL2,0.799
CDC6,BRCA1,0.728
CDC6,PBK,0.799
CDC6,DBF4B,0.724
CDC6,DSN1,0.429
CDC6,MAD2L1,0.897
CDC6,CKS2,0.744
CDC6,ESPL1,0.95
CDC6,BUB1,0.942
CDC6,BUB3,0.443
CDC6,PLK4,0.687
CDC6,ECT2,0.567
CDC6,SKA3,0.644
CDC6,ASF1B,0.817
CDC6,FAM83D,0.474
CDC6,DEPDC1,0.638
CDC6,CENPF,0.814
CDC6,DONSON,0.467
CDC6,CENPW,0.428
CDC6,DUT,0.888
CDC6,E2F2,0.733
CDC6,RAD51AP1,0.681
CDC6,RAD51,0.871
CDC6,SGO1,0.725
CDC6,BUB1B,0.903
CDC6,TCF19,0.472
CDC6,CDCA7,0.944
CDC6,AURKA,0.863
CDC6,DEPDC1B,0.503
CDC6,CDC23,0.964
CDC6,SMC2,0.884
CDC6,NUSAP1,0.886
CDC6,ORC1,0.999
CDC6,CCNB2,0.976
CDC6,DSCC1,0.903
CDC6,CEP55,0.774
CDC6,NDC80,0.895
CDC6,ARHGAP11A,0.609
CDC6,CENPE,0.688
CDC6,FANCI,0.731
CDC6,CENPK,0.454
CDC6,CCNE1,0.995
CDC6,SMC1A,0.482
CDC6,MCM10,0.998
CDC6,KIF23,0.883
CDC6,E2F7,0.856
CDC6,CDC25C,0.824
CDC6,KPNA2,0.623
CDC6,TK1,0.722
CDC6,RFC4,0.993
CDC6,NCAPG2,0.684
CDC6,E2F8,0.804
CDC6,WDR97,0.853
CDC6,CCNA2,0.999
CDC6,CDCA3,0.809
CDC6,PSME1,0.902
CDC6,ANAPC7,0.939
CDC6,TACC3,0.439
CDC6,TYMS,0.869
CDC6,POLA1,0.997
CDC6,ORC6,0.999
CDC6,GINS3,0.937
CDC6,GINS4,0.886
CDC6,CDKN3,0.818
CDC6,STIL,0.403
CDC6,TOPBP1,0.982
CDC6,PKMYT1,0.742
CDC6,ZWINT,0.764
CDC6,HMMR,0.664
CDC6,PRKDC,0.436
CDC6,CENPH,0.409
CDC6,POLA2,0.996
CDC6,DTYMK,0.608
CDC6,PSMB9,0.902
CDC6,RFC5,0.98
CDC6,CDC27,0.961
CDC6,NCAPG,0.934
CDC6,SPC25,0.641
CDC6,ZWILCH,0.659
CDC6,TIMELESS,0.65
CDC6,HELLS,0.78
CDC6,CENPI,0.465
CDC6,CDT1,0.999
CDC6,DTL,0.989
CDC6,TIPIN,0.858
CDC6,PCNA,0.892
CDC6,POLE3,0.929
CDC6,FBXO5,0.952
CDC6,DHFR,0.741
CDC6,RACGAP1,0.64
CDC6,RRM2,0.934
CDC6,HIST1H3J,0.434
CDC6,ORC2,0.999
CDC6,E2F1,0.986
CDC6,DDX11,0.446
CDC6,LIN9,0.949
CDC6,POLE2,0.992
CDC6,LIG1,0.847
CDC6,ERCC6L,0.446
CDC6,LMNB2,0.567
CDC6,NEIL3,0.471
AAAS,CASC3,0.6
AAAS,CCNB1,0.905
CDC6,NEK2,0.747
CDC6,GMNN,0.988
AAAS,KIAA1551,0.479
AAAS,CDCA8,0.905
CDC6,GINS2,0.977
CDC6,RMI2,0.477
CDC6,ORC5,0.999
AAAS,RAN,0.911
CDC6,RECQL4,0.709
CDC6,MCM8,0.99
AAAS,CDK1,0.908
AAAS,UBE2I,0.829
AAAS,PML,0.902
AAAS,BIRC5,0.902
AAAS,TOP2A,0.904
AAAS,IPO8,0.902
AAAS,NUP35,0.891
AAAS,NUP43,0.88
AAAS,GLE1,0.959
AAAS,KPNB1,0.722
AAAS,GEMIN8,0.9
CBX5,H2AFX,0.482
CBX5,HIST1H4E,0.604
AAAS,RANGAP1,0.697
AAAS,SP100,0.9
AAAS,CPSF4,0.905
AAAS,INCENP,0.905
AAAS,CCNB2,0.905
AAAS,NUP50,0.874
AAAS,SST,0.459
CBX5,AURKB,0.761
CBX5,H2AFZ,0.622
CBX5,HDLBP,0.49
AAAS,LIG1,0.497
CBX5,KPNB1,0.457
CBX5,WDR5,0.416
AAAS,AURKB,0.91
AAAS,FTH1,0.472
AAAS,NCBP1,0.62
AAAS,NUP155,0.899
AAAS,NDC1,0.914
CBX5,LBR,0.926
CBX5,ZBTB14,0.459
CBX5,WDR76,0.549
CBX5,SETD1A,0.418
CBX5,SUV39H1,0.996
CBX5,DNMT1,0.807
CBX5,EZH2,0.641
CBX5,PARP1,0.435
CBX5,H2AFY,0.537
CBX5,MRPS6,0.581
CBX5,LMNB1,0.541
CBX5,STAT5A,0.513
CBX5,CHAF1A,0.946
CBX5,HIST1H1E,0.719
CBX5,HABP4,0.43
CBX5,ING2,0.563
CBX5,CTCF,0.414
CBX5,CDCA8,0.445
CBX5,UHRF1,0.517
CBX5,DNMT3A,0.844
CBX5,DNMT3B,0.974
CBX5,HDAC5,0.566
CBX5,KPNA2,0.692
CBX5,HIST1H3G,0.881
CBX5,ZNF569,0.426
CBX5,HIRIP3,0.416
CBX5,IPO8,0.573
CBX5,SUPT16H,0.465
CBX5,BIRC5,0.487
CBX5,ASF1B,0.427
CBX5,SP100,0.904
CBX5,MIS12,0.93
CBX5,SMC5,0.407
CBX5,NSD3,0.624
CBX5,DSN1,0.969
CBX5,BARD1,0.607
CBX5,DEK,0.476
CBX5,INCENP,0.804
CBX5,KMT5C,0.554
CBX5,CENPA,0.515
CBX5,SGO1,0.875
CBX5,ORC1,0.533
CBX5,LMNB2,0.474
CBX5,HIST1H1B,0.592
CBX5,ORC2,0.51
CBX5,CHAF1B,0.92
CBX5,CBX1,0.781
CBX5,HIST1H3J,0.973
CBX5,BRCA1,0.52
CBX5,HELLS,0.526
CBX5,UBE2I,0.919
CBX5,HMGB3,0.501
CBX5,ZWINT,0.732
CBX5,DUSP3,0.408
CBX5,EMC10,0.446
SEMA4G,DSCAM,0.53
CBX5,LNPK,0.422
CBX5,POLA1,0.58
CBX5,SUV39H2,0.791
SEMA4G,ROBO3,0.438
SEMA4G,MICAL1,0.464
SEMA4G,OMG,0.556
SEMA4G,MET,0.504
CBX5,SRSF4,0.422
SEMA4G,MLLT1,0.551
SEMA4G,NGF,0.457
SEMA4G,NTRK1,0.429
SEMA4G,EFNB3,0.486
SEMA4G,NTNG2,0.599
SEMA4G,GIPC1,0.569
SEMA4G,SLIT2,0.518
OCEL1,MARC2,0.422
SEMA4G,RRAS,0.511
SEMA4G,PLXND1,0.886
ZNF184,TDRP,0.406
OCEL1,ABHD8,0.556
OCEL1,PPP1R3D,0.529
FGF22,UBC,0.6
FGF22,MET,0.691
FGF22,INSRR,0.635
FGF22,ERBB3,0.633
FGF22,MMP3,0.42
FGF22,CD44,0.435
FGF22,FRS3,0.546
FGF22,FGFR4,0.836
FGF22,NTRK1,0.646
FGF22,PDGFRB,0.737
FGF22,CD34,0.459
FGF22,NGF,0.592
FGF22,PIK3C3,0.6
FGF22,IL6,0.489
FGF22,HCN2,0.767
FGF22,BMP3,0.424
MISP,PCNT,0.4
FGF22,FGF18,0.801
FGF22,TEK,0.751
FGF22,LRP5L,0.592
FGF22,IGF1R,0.689
MISP,ANLN,0.416
MISP,EZR,0.48
LZTR1,POLR3K,0.465
LZTR1,AIFM3,0.765
LZTR1,SRCAP,0.453
LZTR1,KLHL22,0.935
LZTR1,MRAS,0.711
LZTR1,KCTD13,0.9
LZTR1,KCTD2,0.558
LZTR1,SCARF2,0.546
LZTR1,ZNF74,0.626
TCN2,CBS,0.563
LZTR1,RRAS,0.567
TCN2,GCSH,0.464
TCN2,TYMS,0.502
TCN2,GLO1,0.416
TCN2,SHMT1,0.634
TCN2,GCN1,0.511
TCN2,SLC51A,0.59
TCN2,MTHFD1,0.688
TCN2,SLC44A1,0.417
TCN2,FOLR3,0.463
TCN2,DHFR,0.63
MICALL1,EHD3,0.927
TCN2,MOCS2,0.495
MICALL1,NEDD9,0.67
MICALL1,EHD4,0.727
MICALL1,RBSN,0.642
MICALL1,SPECC1L,0.55
MICALL1,MICAL1,0.445
MICALL1,SERHL2,0.435
CENPM,UHRF1,0.42
CENPM,MKI67,0.71
CENPM,PLK4,0.569
CENPM,KNTC1,0.524
CENPM,BUB1,0.798
SRRD,GIMAP2,0.418
SRRD,HOOK2,0.518
MICALL1,JAM3,0.54
MICALL1,LDB3,0.608
MICALL1,RAB8B,0.566
MICALL1,ACTG1,0.459
MICALL1,PACSIN3,0.447
MICALL1,RAB15,0.431
MICALL1,EHD2,0.632
MICALL1,EHD1,0.997
CENPM,CDCA5,0.657
CENPM,HMMR,0.791
CENPM,RAD54L,0.753
CENPM,NUSAP1,0.883
CENPM,ZWINT,0.838
CENPM,H2AFV,0.608
CENPM,CDCA8,0.872
CENPM,SGO1,0.403
CENPM,RAD51,0.451
CENPM,PKMYT1,0.595
CENPM,MCM3,0.406
CENPM,TROAP,0.585
CENPM,CDKN3,0.742
CENPM,ORC6,0.426
CENPM,UBE2C,0.824
CENPM,OIP5,0.925
CENPM,BIRC5,0.85
CENPM,FAM64A,0.575
CENPM,TYMS,0.754
CENPM,PLK1,0.514
CENPM,MIS18BP1,0.701
CENPM,PRC1,0.751
CENPM,KIF2C,0.8
CENPM,MAD2L1,0.659
CENPM,KIF15,0.628
CENPM,DSN1,0.475
CENPM,CENPU,0.993
CENPM,KNL1,0.782
CENPM,FOXM1,0.83
CENPM,CCNB1,0.751
CENPM,EXO1,0.596
CENPM,MELK,0.831
CENPM,KIF20A,0.866
CENPM,CENPH,0.987
CENPM,KIF4A,0.722
CENPM,H2AFX,0.688
CENPM,KIF18B,0.427
CENPM,CENPS,0.965
CENPM,TPX2,0.837
CENPM,KIF14,0.401
CENPM,HIST1H2BH,0.614
CENPM,PBK,0.809
CENPM,RMI2,0.549
CENPM,ASPM,0.809
CENPM,CENPO,0.989
CENPM,MCM2,0.776
CENPM,MCM7,0.444
CENPM,MCM10,0.765
CENPM,CENPW,0.945
CENPM,NDC80,0.725
CENPM,H2AFZ,0.659
CENPM,SPAG5,0.611
CENPM,CENPA,0.989
CENPM,CDC45,0.822
CENPM,TTK,0.71
CENPM,FANCI,0.717
CENPM,TOP2A,0.851
CENPM,HJURP,0.936
CENPM,CENPK,0.988
CENPM,GINS2,0.815
CENPM,NEK2,0.592
CENPM,PCLAF,0.845
CENPM,AURKB,0.845
CENPM,CENPF,0.766
CENPM,PTTG1,0.838
CENPM,DLGAP5,0.834
CENPM,MCM4,0.73
CENPM,CDK1,0.806
CENPM,RNASEH2A,0.609
CENPM,PRIM1,0.408
CENPM,HMSD,0.519
CENPM,KIF11,0.795
CENPM,CDC20,0.865
CENPM,CENPQ,0.983
CENPM,POLE2,0.567
CENPM,CENPL,0.974
CENPM,CCNA2,0.806
CENPM,BUB1B,0.763
CENPM,CENPP,0.963
CENPM,TK1,0.698
CENPM,MYBL2,0.412
CENPM,RFC4,0.572
CENPM,SPC24,0.586
CENPM,CDCA3,0.742
CENPM,CHEK1,0.587
CENPM,POLQ,0.529
CENPM,CENPN,0.988
CENPM,ASF1B,0.767
CENPM,NCAPH,0.667
CENPM,CDT1,0.794
CENPM,SHCBP1,0.413
CENPM,CENPE,0.614
CENPM,CDC25C,0.473
CENPM,NUF2,0.52
CENPM,ITGB3BP,0.923
CENPM,DTYMK,0.553
CENPM,CEP55,0.851
CENPM,RRM2,0.849
DMC1,UBE2I,0.793
DMC1,ASB9,0.463
DMC1,MRE11,0.491
DMC1,ABCE1,0.478
DMC1,RECQL4,0.438
DMC1,MCM8,0.447
CENPM,CCNB2,0.852
CENPM,RACGAP1,0.467
CENPM,FEN1,0.675
CENPM,DTL,0.751
CENPM,AURKA,0.797
CENPM,CENPC,0.959
CENPM,CENPI,0.987
CENPM,RAD51AP1,0.575
CENPM,MCM5,0.695
CENPM,CENPT,0.981
DMC1,NANOS3,0.567
CENPM,NCAPG,0.804
CENPM,NCAPG2,0.53
CENPM,GTSE1,0.766
DMC1,RAD51,0.983
DMC1,RAD51C,0.919
DMC1,SFR1,0.67
DMC1,MEI4,0.555
DMC1,RAD51AP1,0.724
DMC1,XRCC3,0.454
DMC1,XRCC2,0.585
DMC1,FANCD2,0.433
DMC1,HIST1H2BH,0.609
DMC1,RAD51B,0.632
DMC1,BRCA1,0.861
DMC1,RAD52,0.796
DMC1,SMC5,0.419
DMC1,MND1,0.973
DMC1,H2AFX,0.642
DMC1,RPA1,0.858
DMC1,RAD54B,0.933
DMC1,BLM,0.961
DMC1,PSMC3IP,0.966
DMC1,DUT,0.411
DMC1,BRCA2,0.98
DMC1,RAD54L,0.841
DMC1,CDK2,0.69
DMC1,MSH5,0.968
DMC1,FIGNL1,0.62
DMC1,MTBP,0.414
DMC1,SPATA22,0.45
DMC1,EXO1,0.574
DMC1,RMI1,0.419
DMC1,RPA2,0.705
HMOX1,GPX8,0.709
DMC1,FANCM,0.614
RSPH14,STK36,0.664
RSPH14,SDAD1,0.419
RSPH14,RSPH9,0.597
HMOX1,FTH1,0.665
HMOX1,ACO1,0.407
HMOX1,PTGS2,0.754
HMOX1,CXCL1,0.467
HMOX1,ACE,0.457
HMOX1,MT-CO1,0.53
HMOX1,NCF2,0.441
HMOX1,FTL,0.578
HMOX1,ATG7,0.423
HMOX1,EPHX1,0.431
HMOX1,LMNB1,0.49
HMOX1,G6PD,0.576
HMOX1,HMGB1,0.519
HMOX1,AKR1C1,0.47
HMOX1,MAPK14,0.938
HMOX1,MMP3,0.413
HMOX1,NGF,0.422
HMOX1,CBS,0.502
HMOX1,CCL2,0.686
HMOX1,CDKN3,0.464
HMOX1,STX1A,0.903
HMOX1,ARNT,0.433
HMOX1,MMP2,0.486
HMOX1,TFAM,0.465
HMOX1,GSTM1,0.552
HMOX1,GPX4,0.788
HMOX1,CYCS,0.716
HMOX1,CYP1A1,0.578
HMOX1,VAMP2,0.9
HMOX1,BLVRB,0.963
HMOX1,PIP4K2A,0.538
HMOX1,BRCA1,0.45
HMOX1,STAT3,0.714
HMOX1,CYBA,0.495
HMOX1,KCNMA1,0.409
HMOX1,IL6,0.787
HMOX1,UCP2,0.45
HMOX1,CD163,0.629
MCM5,DTL,0.761
MCM5,DHFR,0.577
MCM5,RACGAP1,0.845
MCM5,RRM2,0.921
HMOX1,GSTM3,0.597
MCM5,DTYMK,0.538
MCM5,POLA2,0.996
MCM5,CDC27,0.613
MCM5,ZWILCH,0.682
HMOX1,TOM1,0.412
MCM5,NCAPG,0.836
MCM5,DDX11,0.54
MCM5,TIMELESS,0.968
MCM5,HELLS,0.913
MCM5,LIG1,0.965
MCM5,TLK2,0.446
MCM5,NEK2,0.602
MCM5,PCNA,0.978
MCM5,POLE3,0.976
MCM5,CDT1,0.999
MCM5,RFC5,0.973
MCM5,ORC2,0.999
MCM5,RIF1,0.831
MCM5,SPC25,0.716
MCM5,LMNB2,0.489
MCM5,NELFB,0.488
MCM5,GPD2,0.652
MCM5,GINS2,0.999
MCM5,E2F1,0.576
MCM5,GMNN,0.904
MCM5,MCM8,0.977
MCM5,ORC5,0.999
MCM5,RECQL4,0.877
MCM5,HIST1H3J,0.444
MCM5,POLE2,0.998
MCM5,CCNE1,0.733
MCM5,TACC3,0.636
MCM5,ANAPC7,0.524
MCM5,KIF23,0.937
MCM5,TOPBP1,0.795
MCM5,GINS3,0.994
MCM5,FANCI,0.562
MCM5,E2F8,0.511
MCM5,NDC80,0.871
MCM5,MCM10,0.994
MCM5,RNASEH2B,0.583
MCM5,SMC6,0.525
MCM5,TYMS,0.951
MCM5,POLA1,0.995
MCM5,MMS22L,0.583
MCM5,SLC2A5,0.624
MCM5,TIPIN,0.978
MCM5,ZWINT,0.576
MCM5,DCK,0.604
MCM5,ORC6,0.998
MCM5,GINS4,0.999
MCM5,GEN1,0.801
MCM5,CENPI,0.407
MCM5,PKMYT1,0.445
MCM5,TK1,0.896
MCM5,CCNA2,0.995
MCM5,NCAPD3,0.585
MCM5,RAD51AP1,0.646
MCM5,ASF1B,0.934
MCM5,CDCA3,0.628
MCM5,CEP55,0.429
MCM5,CDCA7,0.966
MCM5,ECT2,0.569
MCM5,AURKA,0.88
MCM5,CCNB2,0.898
MCM5,SMC1A,0.527
MCM5,CDC25C,0.583
MCM5,KPNA2,0.671
MCM5,CENPE,0.489
MCM5,TCF19,0.497
MCM5,E2F7,0.497
MCM5,RFC4,0.978
MCM5,CENPF,0.407
MCM5,DONSON,0.486
MCM5,NCAPG2,0.875
MCM5,ILF3,0.418
MCM5,DSCC1,0.877
MCM5,CENPA,0.504
MCM5,DUT,0.945
MCM5,BUB1B,0.896
MCM5,INCENP,0.862
MCM5,FLVCR2,0.571
MCM5,RFC3,0.98
MCM5,MELK,0.694
MCM5,PBK,0.675
MCM5,RBL1,0.589
MCM5,CHAF1B,0.901
MCM5,DBF4B,0.731
MCM5,MAD2L1,0.919
MCM5,CKS2,0.69
MCM5,DBF4,0.958
MCM5,ESPL1,0.838
MCM5,KIF20B,0.743
MCM5,BUB1,0.957
MCM5,PLK4,0.582
MCM5,NUSAP1,0.501
MCM5,BRCA1,0.558
MCM5,TOP2A,0.829
MCM5,ORC1,0.999
MCM5,SMC2,0.901
MCM5,TONSL,0.687
MCM5,RAD21,0.584
MCM5,ANKRD52,0.51
MCM5,RAD51,0.748
MCM5,NCAPD2,0.892
MCM5,E2F2,0.526
MCM5,MCM2,0.999
MCM5,CHAF1A,0.918
MCM5,MYBL2,0.586
MCM5,TMPO,0.413
MCM5,NUP155,0.48
MCM5,POLD1,0.965
MCM5,MSH2,0.919
MCM5,CDCA2,0.496
MCM5,NCAPH,0.927
MCM5,NUF2,0.731
MCM5,LIN54,0.4
MCM5,LMNB1,0.456
MCM5,RAD51B,0.401
MCM5,CDC25B,0.447
MCM5,PRIM1,0.996
MCM5,CDK1,0.974
MCM5,UBC,0.686
MCM5,BARD1,0.584
MCM5,MCM7,0.999
MCM5,KIF14,0.452
MCM5,BUB3,0.552
MCM5,TTK,0.708
MCM5,CCNA1,0.977
MCM5,RPA1,0.991
MCM5,RAD54B,0.443
MCM5,CDC45,0.999
MCM5,BLM,0.515
MCM5,PTTG1,0.463
MCM5,FANCD2,0.584
MCM5,ASPM,0.873
MCM5,TPX2,0.76
MCM5,WDHD1,0.998
MCM5,CDK3,0.752
MCM5,ELP2,0.762
MCM5,PRC1,0.926
MCM5,TRAIP,0.498
MCM5,RCC1,0.792
MCM5,POLD3,0.571
MCM5,UBE2C,0.739
MCM5,BIRC5,0.823
MCM5,CDC16,0.457
MCM5,SUPT16H,0.55
MCM5,MCM3,0.999
MCM5,STAG3,0.522
MCM5,SMC5,0.598
MCM5,RRM1,0.99
MCM5,ALKBH8,0.842
MCM5,KNTC1,0.801
MCM5,CDC7,0.998
MCM5,MKI67,0.695
MCM5,CDCA8,0.768
MCM5,PIF1,0.588
MCM5,CDC20,0.982
MCM5,KIF11,0.909
MCM5,FEN1,0.985
MCM5,GTSE1,0.532
MCM5,PLK2,0.667
MCM5,DNMT1,0.784
MCM5,CIT,0.674
MCM5,ESCO2,0.802
MCM5,TICRR,0.608
MCM5,MCM4,0.999
MCM5,ANLN,0.737
MCM5,PPM1G,0.402
MCM5,CHEK1,0.97
MCM5,NCBP1,0.546
MCM5,PCLAF,0.596
MCM5,DNAJC9,0.713
MCM5,KIF20A,0.815
MCM5,EXO1,0.9
MCM5,CKS1B,0.649
MCM5,RNASEH2A,0.934
MCM5,CDK6,0.606
MCM5,DNA2,0.547
MCM5,ATAD2,0.469
MCM5,SHCBP1,0.45
MCM5,KIFC1,0.653
MCM5,FANCA,0.479
MCM5,CCNB1,0.891
MCM5,NSD2,0.412
MCM5,FOXM1,0.532
MCM5,SAE1,0.408
MCM5,RPA2,0.992
MCM5,PLK1,0.932
MCM5,TOM1,0.836
MCM5,FZR1,0.737
MCM5,KIF18B,0.492
MCM5,KIF4A,0.88
MCM5,CENPU,0.446
MCM5,KIF2C,0.553
MCM5,GINS1,0.999
MCM5,UHRF1,0.929
MCM5,CDK2,0.948
MCM5,H2AFV,0.459
MCM5,RAD54L,0.577
MCM5,CDCA5,0.741
MCM5,AURKB,0.929
ARSA,CAPN5,0.504
MCM5,H2AFZ,0.517
MCM5,CCNF,0.826
MCM5,FIGNL1,0.527
ARSA,TSN,0.457
MCM5,SPC24,0.474
ARSA,NEU3,0.907
ARSA,GBA,0.437
ARSA,SMPD1,0.467
TTLL12,ATP6V1F,0.644
ARSA,ARSG,0.844
TTLL12,EEF1A1,0.785
TTLL12,CSRP2,0.627
TTLL12,RABL2A,0.495
TTLL12,HIC2,0.401
TTLL12,ELFN2,0.439
TTLL12,ZYX,0.65
TTLL12,UBE2C,0.64
TTLL12,ROBO3,0.68
ST13,GRASP,0.404
ST13,ST14,0.741
ST13,DSTN,0.523
PAPOLA,SRSF1,0.885
ST13,PTGES3,0.695
PAPOLA,PIP4K2A,0.448
ST13,CACYBP,0.634
PAPOLA,KHSRP,0.41
PAPOLA,NCBP1,0.873
PAPOLA,DCP2,0.419
PAPOLA,STRBP,0.481
PAPOLA,DEK,0.629
PAPOLA,CPSF4,0.99
PAPOLA,CASC3,0.601
PAPOLA,PPP1CC,0.816
PAPOLA,THOC3,0.67
PAPOLA,WDR82,0.798
SUPT16H,PARP1,0.551
SUPT16H,HIST1H4E,0.936
SUPT16H,EEPD1,0.671
SUPT16H,H2AFZ,0.867
SUPT16H,DNAH2,0.589
SUPT16H,ATAD2,0.796
SUPT16H,SMC1A,0.477
SUPT16H,DNA2,0.43
SUPT16H,NCBP1,0.757
SUPT16H,TFAM,0.541
SUPT16H,RPA2,0.611
SUPT16H,GTF2H5,0.621
PAPOLA,PAPOLB,0.803
PAPOLA,ZC3H4,0.609
PAPOLA,SRSF4,0.871
SUPT16H,KAT2A,0.589
SUPT16H,MCM4,0.718
SUPT16H,TOX4,0.822
SUPT16H,H2AFX,0.901
SUPT16H,FEN1,0.452
SUPT16H,HIST2H2BF,0.481
SUPT16H,H2AFV,0.712
SUPT16H,WDR76,0.487
SUPT16H,BRD2,0.487
SUPT16H,SETD1A,0.698
SUPT16H,HLTF,0.405
SUPT16H,CALM1,0.54
SUPT16H,ASF1B,0.705
SUPT16H,EP400,0.403
SUPT16H,CENPU,0.489
SUPT16H,TOP2A,0.593
SUPT16H,USP39,0.467
SUPT16H,HMGB2,0.855
SUPT16H,HIST1H2AE,0.66
SUPT16H,HIST1H2BH,0.411
SUPT16H,CACNA1G,0.514
SUPT16H,CHAF1B,0.701
SUPT16H,LIG1,0.525
SUPT16H,ORC5,0.596
SUPT16H,CENPA,0.764
SUPT16H,ANP32E,0.643
SUPT16H,CSNK2B,0.992
SUPT16H,MCM2,0.854
SUPT16H,CDC45,0.641
SUPT16H,BRD8,0.418
SUPT16H,MLLT1,0.623
SUPT16H,CBX1,0.415
SUPT16H,HMGB1,0.826
SUPT16H,POLR1A,0.569
SUPT16H,MSH2,0.624
SUPT16H,HMGB3,0.897
SUPT16H,H2AFY,0.555
SUPT16H,POLD1,0.823
SUPT16H,GTF2H2,0.608
SUPT16H,SSB,0.828
SUPT16H,NELFB,0.628
SUPT16H,TCEA3,0.776
SUPT16H,HELLS,0.536
SUPT16H,HIST1H3J,0.95
SUPT16H,CHAF1A,0.935
SUPT16H,HIST1H2BG,0.877
SUPT16H,RAD21,0.402
SUPT16H,MCM3,0.744
SUPT16H,TONSL,0.734
SUPT16H,TOX2,0.518
SUPT16H,CTDP1,0.735
SUPT16H,HIST1H3G,0.899
SUPT16H,CSNK2A3,0.697
SUPT16H,CKAP2,0.423
SUPT16H,TCEA2,0.923
SUPT16H,MMS22L,0.498
SUPT16H,WDHD1,0.914
SUPT16H,POLA1,0.891
SUPT16H,SMARCD1,0.917
SUPT16H,MCM7,0.701
SUPT16H,MCM10,0.516
SUPT16H,DEK,0.535
SUPT16H,SUPT6H,0.997
SUPT16H,GINS4,0.748
SUPT16H,AP1G2,0.654
SUPT16H,RCC1,0.434
SUPT16H,CDK12,0.825
SUPT16H,TIPIN,0.567
SUPT16H,RPA1,0.404
SUPT16H,VDR,0.901
AP4S1,SOX18,0.668
AP4S1,REEP1,0.504
AP4S1,OPLAH,0.711
AP4S1,AP1M1,0.641
AP4S1,REEP2,0.407
AP4S1,RAP2B,0.691
POLE2,NCAPG,0.869
AP4S1,TMEM183A,0.56
AP4S1,VTI1B,0.466
AP4S1,ARL6IP1,0.418
AP4S1,AP1G2,0.864
AP4S1,SLC16A2,0.437
AP4S1,ZFYVE26,0.465
AP4S1,AP2A2,0.942
POLE2,PARP2,0.725
POLE2,RFC5,0.946
